priority,score,name,display_name,chapter_resolved,search_query,city,county,ein,assets,revenue,ntee,files_990pf,signals,verified,has_website,program_url,award_amount,deadline,eligibility,apply_via,platform,beneficiary_scope,notes
A,58,SON SHINE CHRISTIAN ASSOCIATION SCHOLARSHIP FUND INC,SON SHINE CHRISTIAN ASSOCIATION SCHOLARSHIP FUND INC,,"""SON SHINE CHRISTIAN ASSOCIATION SCHOLARSHIP FUND INC"" Sunrise FL scholarship application",Sunrise,Broward,223942696,0,0,B12,,name:scholarship;ntee-education:B12,,,,,,,,,,
A,58,BRITISH SCHOLAR,BRITISH SCHOLAR,,"""BRITISH SCHOLAR"" Miami FL scholarship application",Miami,Miami-Dade,262117507,0,0,B60,,name:scholarship;ntee-education:B60,,,,,,,,,,
A,58,SOUTHEASTSOUTHWEST PEOPLE OF COLOR LEGAL SCHOLARSHIP CONFERENCE,SOUTHEASTSOUTHWEST PEOPLE OF COLOR LEGAL SCHOLARSHIP CONFERENCE,,"""SOUTHEASTSOUTHWEST PEOPLE OF COLOR LEGAL SCHOLARSHIP CONFERENCE"" Davie FL scholarship application",Davie,Broward,263126832,0,0,B60,,name:scholarship;ntee-education:B60,,,,,,,,,,
A,58,EDUCATION AID INC,EDUCATION AID INC,,"""EDUCATION AID INC"" Delray Beach FL scholarship application",Delray Beach,Palm Beach,273045748,0,0,B82,,ntee:B82;ntee-education:B82;name:education,,,,,,,,,,
A,58,CRE SCHOLARS INC,CRE SCHOLARS INC,,"""CRE SCHOLARS INC"" Boynton Beach FL scholarship application",Boynton Beach,Palm Beach,331904377,0,0,B12,,name:scholarship;ntee-education:B12,,,,,,,,,,
A,58,BLAKELYS SCHOOL OF SCHOLARS INC,BLAKELYS SCHOOL OF SCHOLARS INC,,"""BLAKELYS SCHOOL OF SCHOLARS INC"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,333238904,0,0,B24,,name:scholarship;ntee-education:B24,,,,,,,,,,
A,58,WHITE DOVE COMMUNITY FOUNDATION INC,WHITE DOVE COMMUNITY FOUNDATION INC,,"""WHITE DOVE COMMUNITY FOUNDATION INC"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,334390539,0,0,B90,,name:community-foundation;name:foundation;ntee-education:B90,,,,,,,,,,
A,58,GET SCHOLARSHIP READY,GET SCHOLARSHIP READY,,"""GET SCHOLARSHIP READY"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,463000414,0,0,B60,,name:scholarship;ntee-education:B60,,,,,,,,,,
A,58,NATIONAL ASSOCATION OF SCHOLARS,NATIONAL ASSOCATION OF SCHOLARS,,"""NATIONAL ASSOCATION OF SCHOLARS"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,593142149,0,0,B40C,,name:scholarship;ntee-education:B40C,,,,,,,,,,
A,58,HOLMWOOD PAST STUDENTS ASSOCIATION SOUTH FLORIDA CHAPTER INC,HOLMWOOD PAST STUDENTS ASSOCIATION SOUTH FLORIDA CHAPTER INC,,"""HOLMWOOD PAST STUDENTS ASSOCIATION SOUTH FLORIDA CHAPTER INC"" Tamarac FL scholarship application",Tamarac,Broward,650421944,0,0,B82,,ntee:B82;ntee-education:B82;name:education,,,,,,,,,,
A,58,GINA GUTHRIE SCHOLARSHIP FUND INC,GINA GUTHRIE SCHOLARSHIP FUND INC,,"""GINA GUTHRIE SCHOLARSHIP FUND INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,834184024,0,0,B12,,name:scholarship;ntee-education:B12,,,,,,,,,,
A,58,UMAID COMMUNITY FOUNDATION INC,UMAID COMMUNITY FOUNDATION INC,,"""UMAID COMMUNITY FOUNDATION INC"" Miramar FL scholarship application",Miramar,Broward,872875708,0,0,B20,,name:community-foundation;name:foundation;ntee-education:B20,,,,,,,,,,
A,58,HONORED SCHOLARS NETWORK INC,HONORED SCHOLARS NETWORK INC,,"""HONORED SCHOLARS NETWORK INC"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,991133984,0,0,B99,,name:scholarship;ntee-education:B99,,,,,,,,,,
A,58,BLENDZINOS ACADEMY INC,BLENDZINOS ACADEMY INC,,"""BLENDZINOS ACADEMY INC"" Lake Worth FL scholarship application",Lake Worth,Palm Beach,991729981,0,0,B82,,ntee:B82;ntee-education:B82;name:education,,,,,,,,,,
A,58,4FRONT SCHOLARS INC,4FRONT SCHOLARS INC,,"""4FRONT SCHOLARS INC"" Miramar FL scholarship application",Miramar,Broward,992209048,0,0,B80,,name:scholarship;ntee-education:B80,,,,,,,,,,
A,55,FOREVER SCHOLARS EDUCATIONAL SERVICES,FOREVER SCHOLARS EDUCATIONAL SERVICES,,"""FOREVER SCHOLARS EDUCATIONAL SERVICES"" Coconut Creek FL scholarship application",Coconut Creek,Broward,872174266,0,0,O50,,name:scholarship;name:education,,,,,,,,,,
A,53,ANNIE J MACCOLL CHARITABLE TR,ANNIE J MACCOLL CHARITABLE TR,,"""ANNIE J MACCOLL CHARITABLE TR"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,046891630,2176655,75169,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,HEARING THE OVARIAN CANCER WHISPER INC,HEARING THE OVARIAN CANCER WHISPER INC,,"""HEARING THE OVARIAN CANCER WHISPER INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,465031762,1156693,600964,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,VISITOR INDUSTRY HUMAN RESOURCE DEVELOPMENT COUNCIL INC,VISITOR INDUSTRY HUMAN RESOURCE DEVELOPMENT COUNCIL INC,,"""VISITOR INDUSTRY HUMAN RESOURCE DEVELOPMENT COUNCIL INC"" Miami FL scholarship application",Miami,Miami-Dade,650329273,725560,251979,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,ORANGE BLOSSOM FOOTBALL CLASSIC ASSOCIATION INC,ORANGE BLOSSOM FOOTBALL CLASSIC ASSOCIATION INC,,"""ORANGE BLOSSOM FOOTBALL CLASSIC ASSOCIATION INC"" Miami Lakes FL scholarship application",Miami Lakes,Miami-Dade,843014159,481955,3586148,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,MATANYAS HOPE,MATANYAS HOPE,,"""MATANYAS HOPE"" Pompano Beach FL scholarship application",Pompano Beach,Broward,134330919,246215,274020,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,COMMUNITY CLASSROM PROJECT INC,COMMUNITY CLASSROM PROJECT INC,,"""COMMUNITY CLASSROM PROJECT INC"" Delray Beach FL scholarship application",Delray Beach,Palm Beach,821989719,216564,231385,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,COMMUNITY ENHANCEMENT COLLABORATION INC,COMMUNITY ENHANCEMENT COLLABORATION INC,,"""COMMUNITY ENHANCEMENT COLLABORATION INC"" Hollywood FL scholarship application",Hollywood,Broward,743116992,196271,1270001,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,FORT LAUDERDALE WOMANS CLUB INC,FORT LAUDERDALE WOMANS CLUB INC,,"""FORT LAUDERDALE WOMANS CLUB INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,590673290,193743,67757,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,LIONS SPORTS CLUB INC,LIONS SPORTS CLUB INC,,"""LIONS SPORTS CLUB INC"" Parkland FL scholarship application",Parkland,Broward,372014487,189913,140142,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,FRIENDS OF THE ISRAEL HEART SOCIETY INC,FRIENDS OF THE ISRAEL HEART SOCIETY INC,,"""FRIENDS OF THE ISRAEL HEART SOCIETY INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,201935704,172180,13325,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,ALLIANCE OF WOMEN EXECUTIVES INC,ALLIANCE OF WOMEN EXECUTIVES INC,,"""ALLIANCE OF WOMEN EXECUTIVES INC"" Boynton Beach FL scholarship application",Boynton Beach,Palm Beach,814627389,138927,84950,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,JOHN MICHAEL BAKER FISHING TOURNAMENT INC,JOHN MICHAEL BAKER FISHING TOURNAMENT INC,,"""JOHN MICHAEL BAKER FISHING TOURNAMENT INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,812210806,97035,36160,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,COMMUNITY OF BEONAIR PROFESSIONALS INC,COMMUNITY OF BEONAIR PROFESSIONALS INC,,"""COMMUNITY OF BEONAIR PROFESSIONALS INC"" Miami Lakes FL scholarship application",Miami Lakes,Miami-Dade,921427038,74121,74330,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,SFBAA CHARITY FUND,SFBAA CHARITY FUND,,"""SFBAA CHARITY FUND"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,474193717,70921,59338,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,ARTURO SANDOVAL INSTITUTE,ARTURO SANDOVAL INSTITUTE,,"""ARTURO SANDOVAL INSTITUTE"" Weston FL scholarship application",Weston,Broward,452666718,49610,226230,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,METRO BROWARD PROFESSIONAL FIRE FIGHTERS BENEVOLENT ASSOCIATION IN,METRO BROWARD PROFESSIONAL FIRE FIGHTERS BENEVOLENT ASSOCIATION IN,,"""METRO BROWARD PROFESSIONAL FIRE FIGHTERS BENEVOLENT ASSOCIATION IN"" Tamarac FL scholarship application",Tamarac,Broward,275068066,32996,674,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,BECA A UN PANA CORPORATION,BECA A UN PANA CORPORATION,,"""BECA A UN PANA CORPORATION"" Aventura FL scholarship application",Aventura,Miami-Dade,830636358,28832,4536,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,KOLLEL MACHAZEH AVROHOM INC,KOLLEL MACHAZEH AVROHOM INC,,"""KOLLEL MACHAZEH AVROHOM INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,334940491,24212,121919,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,THE HARVARD CLUB OF THE PALM BEACHES INC,THE HARVARD CLUB OF THE PALM BEACHES INC,,"""THE HARVARD CLUB OF THE PALM BEACHES INC"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,650157329,20790,26384,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,CHAMPION CHARITY INC,CHAMPION CHARITY INC,,"""CHAMPION CHARITY INC"" Tamarac FL scholarship application",Tamarac,Broward,861480259,20567,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,EMPOWER A CHILD INC,EMPOWER A CHILD INC,,"""EMPOWER A CHILD INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,371558748,18726,25000,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,PART OF MIAMI-DADE INC,PART OF MIAMI-DADE INC,,"""PART OF MIAMI-DADE INC"" Miami FL scholarship application",Miami,Miami-Dade,271208660,16924,9753,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,MICROSCHOLARSHIPS INC,MICROSCHOLARSHIPS INC,,"""MICROSCHOLARSHIPS INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,454859905,15000,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,LIVING WATER COMMUNITY INC,LIVING WATER COMMUNITY INC,,"""LIVING WATER COMMUNITY INC"" Coconut Creek FL scholarship application",Coconut Creek,Broward,450504730,12372,269824,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,GLOBAL FFF INC,GLOBAL FFF INC,,"""GLOBAL FFF INC"" Miami FL scholarship application",Miami,Miami-Dade,823297338,5631,27898,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,VOZZCOM CARES INC,VOZZCOM CARES INC,,"""VOZZCOM CARES INC"" Coral Springs FL scholarship application",Coral Springs,Broward,271635966,5491,11000,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,BRUS BUDDIES INC,BRUS BUDDIES INC,,"""BRUS BUDDIES INC"" Coconut Creek FL scholarship application",Coconut Creek,Broward,455565896,5433,3869,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,GIVE HER CAMP INC,GIVE HER CAMP INC,,"""GIVE HER CAMP INC"" Hollywood FL scholarship application",Hollywood,Broward,811407528,4488,14675,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,CROSSROADS EDUCATORS INC,CROSSROADS EDUCATORS INC,,"""CROSSROADS EDUCATORS INC"" Delray Beach FL scholarship application",Delray Beach,Palm Beach,845021328,985,123000,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,WMBM CARES INC,WMBM CARES INC,,"""WMBM CARES INC"" Miami FL scholarship application",Miami,Miami-Dade,843556724,1,2100,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,AMERICAN FRIENDS OF ZICHUI HARAVIM CORP,AMERICAN FRIENDS OF ZICHUI HARAVIM CORP,,"""AMERICAN FRIENDS OF ZICHUI HARAVIM CORP"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,853486228,1,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,CARPENTER CARES INC,CARPENTER CARES INC,,"""CARPENTER CARES INC"" Wellington FL scholarship application",Wellington,Palm Beach,932557413,1,16153,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,UNCLE BUCK LOVES THE KIDS,UNCLE BUCK LOVES THE KIDS,,"""UNCLE BUCK LOVES THE KIDS"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,993694674,1,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,SIMUNYE INC,SIMUNYE INC,,"""SIMUNYE INC"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,010678739,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,JAMAICAN ASSOCIATION OF MIAMI-DADE EDUCATORS INC,JAMAICAN ASSOCIATION OF MIAMI-DADE EDUCATORS INC,,"""JAMAICAN ASSOCIATION OF MIAMI-DADE EDUCATORS INC"" Miami FL scholarship application",Miami,Miami-Dade,010844563,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,EYE ON JAMAICA PROJECT INC,EYE ON JAMAICA PROJECT INC,,"""EYE ON JAMAICA PROJECT INC"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,200414447,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,CHILDREN OF PALM BEACH FIREFIGHTERS & PARAMEDICS INC,CHILDREN OF PALM BEACH FIREFIGHTERS & PARAMEDICS INC,,"""CHILDREN OF PALM BEACH FIREFIGHTERS & PARAMEDICS INC"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,204288016,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,RYANS SONG INC,RYANS SONG INC,,"""RYANS SONG INC"" Weston FL scholarship application",Weston,Broward,208496874,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,THE R W CHILD WELFARE CORPORATION,THE R W CHILD WELFARE CORPORATION,,"""THE R W CHILD WELFARE CORPORATION"" Davie FL scholarship application",Davie,Broward,260357710,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,CHANGE CHARITY INC,CHANGE CHARITY INC,,"""CHANGE CHARITY INC"" Miami FL scholarship application",Miami,Miami-Dade,260498839,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,FORT LAUDERDALE NEGRO CHAMBER OF COMMERCE COMMUNITY DEVELOPMENT COR,FORT LAUDERDALE NEGRO CHAMBER OF COMMERCE COMMUNITY DEVELOPMENT COR,,"""FORT LAUDERDALE NEGRO CHAMBER OF COMMERCE COMMUNITY DEVELOPMENT COR"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,261182487,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,HELP US LIVE CORP,HELP US LIVE CORP,,"""HELP US LIVE CORP"" Hollywood FL scholarship application",Hollywood,Broward,270576431,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,COCONUT CREEK MULTICULTURAL CIRCLE,COCONUT CREEK MULTICULTURAL CIRCLE,,"""COCONUT CREEK MULTICULTURAL CIRCLE"" Coconut Creek FL scholarship application",Coconut Creek,Broward,272130787,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,GIFT GIVING SERVICES,GIFT GIVING SERVICES,,"""GIFT GIVING SERVICES"" Margate FL scholarship application",Margate,Broward,272213600,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,SAMATVA TRUST INC,SAMATVA TRUST INC,,"""SAMATVA TRUST INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,300792698,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,MARYLAND FARM TRUST INC,MARYLAND FARM TRUST INC,,"""MARYLAND FARM TRUST INC"" Lake Worth FL scholarship application",Lake Worth,Palm Beach,333133445,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,FONDATION SOLANGE MAITRE INC,FONDATION SOLANGE MAITRE INC,,"""FONDATION SOLANGE MAITRE INC"" Miami FL scholarship application",Miami,Miami-Dade,333374359,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,DONA FUTURO INC,DONA FUTURO INC,,"""DONA FUTURO INC"" Miramar FL scholarship application",Miramar,Broward,333467612,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,MARTIKES CHARITIES INC,MARTIKES CHARITIES INC,,"""MARTIKES CHARITIES INC"" Cooper City FL scholarship application",Cooper City,Broward,333696300,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,INTRANSIT INSTITUTE INC,INTRANSIT INSTITUTE INC,,"""INTRANSIT INSTITUTE INC"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,334840972,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,DERECH CHOICE NETWORK INC,DERECH CHOICE NETWORK INC,,"""DERECH CHOICE NETWORK INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,392659891,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,JAYUYA STEM INC,JAYUYA STEM INC,,"""JAYUYA STEM INC"" Miami FL scholarship application",Miami,Miami-Dade,393189595,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,WOMEN OF WORTH,WOMEN OF WORTH,,"""WOMEN OF WORTH"" Florida City FL scholarship application",Florida City,Miami-Dade,412160103,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,EMERALD SOCIETY OF BROWARD COUNTY I NC,EMERALD SOCIETY OF BROWARD COUNTY I NC,,"""EMERALD SOCIETY OF BROWARD COUNTY I NC"" Pompano Beach FL scholarship application",Pompano Beach,Broward,412684139,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,PEACE GLOBAL,PEACE GLOBAL,,"""PEACE GLOBAL"" Miami FL scholarship application",Miami,Miami-Dade,413552869,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,SOFLO SGO INC,SOFLO SGO INC,,"""SOFLO SGO INC"" Miami FL scholarship application",Miami,Miami-Dade,414522730,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,FIRST CHARITABLE INC,FIRST CHARITABLE INC,,"""FIRST CHARITABLE INC"" Miami FL scholarship application",Miami,Miami-Dade,460957626,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,GHEHA INC,GHEHA INC,,"""GHEHA INC"" Boynton Beach FL scholarship application",Boynton Beach,Palm Beach,462983060,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,LIBERTY SQUARE PROJECT FRIENDS & FAMILY REUNION INC,LIBERTY SQUARE PROJECT FRIENDS & FAMILY REUNION INC,,"""LIBERTY SQUARE PROJECT FRIENDS & FAMILY REUNION INC"" Miami FL scholarship application",Miami,Miami-Dade,464562057,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,SPEAK LOUD INCORPORATED,SPEAK LOUD INCORPORATED,,"""SPEAK LOUD INCORPORATED"" Coral Springs FL scholarship application",Coral Springs,Broward,465283211,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,MOSS NONPROFIT,MOSS NONPROFIT,,"""MOSS NONPROFIT"" Miami FL scholarship application",Miami,Miami-Dade,465401686,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,PANTHERS 100 CLUB,PANTHERS 100 CLUB,,"""PANTHERS 100 CLUB"" Lauderhill FL scholarship application",Lauderhill,Broward,510625891,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,PALM BEACH COUNTY CAUCUS OF BLACK ELECTED OFFICIALS INC,PALM BEACH COUNTY CAUCUS OF BLACK ELECTED OFFICIALS INC,,"""PALM BEACH COUNTY CAUCUS OF BLACK ELECTED OFFICIALS INC"" Riviera Beach FL scholarship application",Riviera Beach,Palm Beach,542126793,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,WOMENS CLUB OF COCONUT CREEK,WOMENS CLUB OF COCONUT CREEK,,"""WOMENS CLUB OF COCONUT CREEK"" Coconut Creek FL scholarship application",Coconut Creek,Broward,591911858,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,REDLANDS WOMANS CLUB INC,REDLANDS WOMANS CLUB INC,,"""REDLANDS WOMANS CLUB INC"" Homestead FL scholarship application",Homestead,Miami-Dade,592448704,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,THE KING OF CLUBS OF GREATER MIAMI INC,THE KING OF CLUBS OF GREATER MIAMI INC,,"""THE KING OF CLUBS OF GREATER MIAMI INC"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,592759050,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,ALLENE V TAYLOR MEMORIAL CENTER INC,ALLENE V TAYLOR MEMORIAL CENTER INC,,"""ALLENE V TAYLOR MEMORIAL CENTER INC"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,650331868,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,PRINCETON BOUND INC,PRINCETON BOUND INC,,"""PRINCETON BOUND INC"" Miami FL scholarship application",Miami,Miami-Dade,650877010,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,JEWELS OF THE GARDEN INCORPORATED,JEWELS OF THE GARDEN INCORPORATED,,"""JEWELS OF THE GARDEN INCORPORATED"" Miami Gardens FL scholarship application",Miami Gardens,Miami-Dade,800754777,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,IFOUNDATION CORPORATION,IFOUNDATION CORPORATION,,"""IFOUNDATION CORPORATION"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,811907044,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,PROJECT T E A C H INC,PROJECT T E A C H INC,,"""PROJECT T E A C H INC"" Coconut Creek FL scholarship application",Coconut Creek,Broward,820962841,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,OAJAC INC,OAJAC INC,,"""OAJAC INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,823715341,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,SEE THE ENDLESS POSSIBILITIES INC,SEE THE ENDLESS POSSIBILITIES INC,,"""SEE THE ENDLESS POSSIBILITIES INC"" Lake Worth FL scholarship application",Lake Worth,Palm Beach,832260622,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,BROWARD ALLIANCE OF BLACK SCHOOL EDUCATORS INC,BROWARD ALLIANCE OF BLACK SCHOOL EDUCATORS INC,,"""BROWARD ALLIANCE OF BLACK SCHOOL EDUCATORS INC"" Davie FL scholarship application",Davie,Broward,841642763,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,JF MEDICAL STANDARD TEST FUND CORPORATION,JF MEDICAL STANDARD TEST FUND CORPORATION,,"""JF MEDICAL STANDARD TEST FUND CORPORATION"" Pinecrest FL scholarship application",Pinecrest,Miami-Dade,852754472,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,CARLITOS HOUSE INC,CARLITOS HOUSE INC,,"""CARLITOS HOUSE INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,853068341,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,BLACK-HISPANIC-NATIVE AMERICAN UNITED FUND INC,BLACK-HISPANIC-NATIVE AMERICAN UNITED FUND INC,,"""BLACK-HISPANIC-NATIVE AMERICAN UNITED FUND INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,861124709,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,DILLARD HIGH SCHOOL CLASS OF 1972INC,DILLARD HIGH SCHOOL CLASS OF 1972INC,,"""DILLARD HIGH SCHOOL CLASS OF 1972INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,863981101,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,INTERNATIONAL LIFELINES,INTERNATIONAL LIFELINES,,"""INTERNATIONAL LIFELINES"" Jupiter FL scholarship application",Jupiter,Palm Beach,870701369,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,HANCOCK CENTRAL CLASS OF 1977 INC,HANCOCK CENTRAL CLASS OF 1977 INC,,"""HANCOCK CENTRAL CLASS OF 1977 INC"" Coral Springs FL scholarship application",Coral Springs,Broward,872547701,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,GLADES HISPANIC HERITAGE INC,GLADES HISPANIC HERITAGE INC,,"""GLADES HISPANIC HERITAGE INC"" Pahokee FL scholarship application",Pahokee,Palm Beach,873516546,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,INSURANCE CARES INC,INSURANCE CARES INC,,"""INSURANCE CARES INC"" Dania Beach FL scholarship application",Dania Beach,Broward,873681758,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,BARBARA B JORDAN LEGACY INC,BARBARA B JORDAN LEGACY INC,,"""BARBARA B JORDAN LEGACY INC"" Homestead FL scholarship application",Homestead,Miami-Dade,874093150,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,CROSS COUNTRY AIR CORP,CROSS COUNTRY AIR CORP,,"""CROSS COUNTRY AIR CORP"" Coral Springs FL scholarship application",Coral Springs,Broward,882460800,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,SEMINARIAN INITIATIVE,SEMINARIAN INITIATIVE,,"""SEMINARIAN INITIATIVE"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,884230207,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
A,53,WHITE HAT SOCIETY OF PALM BEACH NC,WHITE HAT SOCIETY OF PALM BEACH NC,,"""WHITE HAT SOCIETY OF PALM BEACH NC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,900794982,0,0,B82,,ntee:B82;ntee-education:B82,,,,,,,,,,
