priority,score,name,display_name,chapter_resolved,search_query,city,county,ein,assets,revenue,ntee,files_990pf,signals,verified,has_website,program_url,award_amount,deadline,eligibility,apply_via,platform,notes
B,48,HAILE MIDDLE SCHOOL PTO,HAILE MIDDLE SCHOOL PTO,,"""HAILE MIDDLE SCHOOL PTO"" Bradenton FL scholarship application",Bradenton,Manatee,934906427,0,0,B94,Y,files-990PF;private-foundation:04;name:alumni/booster;ntee-education:B94,,,,,,,,,
B,40,EAST LAKE HIGH SCHOOL GIRLS LACROSSE BOOSTER CLUB,EAST LAKE HIGH SCHOOL GIRLS LACROSSE BOOSTER CLUB,,"""EAST LAKE HIGH SCHOOL GIRLS LACROSSE BOOSTER CLUB"" Oldsmar FL scholarship application",Oldsmar,Pinellas,934608413,7040,0,N11,Y,files-990PF;private-foundation:04;name:alumni/booster,,,,,,,,,
B,40,6 MEDICAL GROUP BOOSTER CLUB,6 MEDICAL GROUP BOOSTER CLUB,,"""6 MEDICAL GROUP BOOSTER CLUB"" Tampa FL scholarship application",Tampa,Hillsborough,934682759,4791,0,W30,Y,files-990PF;private-foundation:04;name:alumni/booster,,,,,,,,,
B,40,YELLOWJACKETS FOOTBALL BOOSTER,YELLOWJACKETS FOOTBALL BOOSTER,,"""YELLOWJACKETS FOOTBALL BOOSTER"" Riverview FL scholarship application",Riverview,Hillsborough,922707352,0,0,N12,Y,files-990PF;private-foundation:04;name:alumni/booster,,,,,,,,,
B,40,HURRICANE BASKETBALL BOOSTERS CLUB,HURRICANE BASKETBALL BOOSTERS CLUB,,"""HURRICANE BASKETBALL BOOSTERS CLUB"" Bradenton FL scholarship application",Bradenton,Manatee,934376756,0,0,N12,Y,files-990PF;private-foundation:04;name:alumni/booster,,,,,,,,,
B,33,COREY TINDALL MEMORIAL SPEECH & DEBATE FUND,COREY TINDALL MEMORIAL SPEECH & DEBATE FUND,,"""COREY TINDALL MEMORIAL SPEECH & DEBATE FUND"" Sarasota FL scholarship application",Sarasota,Sarasota,273308970,0,0,B11,,name:memorial-fund;ntee-education:B11,,,,,,,,,
B,30,PAUL R WHARTON SR HIGH SCHOOL ATHLETIC BOOSTER CLUB INC,PAUL R WHARTON SR HIGH SCHOOL ATHLETIC BOOSTER CLUB INC,,"""PAUL R WHARTON SR HIGH SCHOOL ATHLETIC BOOSTER CLUB INC"" Tampa FL scholarship application",Tampa,Hillsborough,593467400,71200,142624,T20,,ntee-grantmaker:T20;name:alumni/booster,,,,,,,,,
B,30,HURRICANE FOOTBALL BOOSTER CLUB OF PALM HARBOR INC,HURRICANE FOOTBALL BOOSTER CLUB OF PALM HARBOR INC,,"""HURRICANE FOOTBALL BOOSTER CLUB OF PALM HARBOR INC"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,593545999,22859,80114,T30,,ntee-grantmaker:T30;name:alumni/booster,,,,,,,,,
B,30,MCINTOSH MIDDLE SCHOOL PTO,MCINTOSH MIDDLE SCHOOL PTO,,"""MCINTOSH MIDDLE SCHOOL PTO"" Sarasota FL scholarship application",Sarasota,Sarasota,472304983,0,0,T12,,ntee-grantmaker:T12;name:alumni/booster,,,,,,,,,
B,25,TAMPA POLICE MEMORIAL FUND COMMITTEE INC,TAMPA POLICE MEMORIAL FUND COMMITTEE INC,,"""TAMPA POLICE MEMORIAL FUND COMMITTEE INC"" Tampa FL scholarship application",Tampa,Hillsborough,593397263,140819,76478,A99,,name:memorial-fund,,,,,,,,,
B,25,RYON D PROVENCHER MEMORIAL FUND,RYON D PROVENCHER MEMORIAL FUND,,"""RYON D PROVENCHER MEMORIAL FUND"" Englewood FL scholarship application",Englewood,Sarasota,943461526,4199,38109,T50,,name:memorial-fund,,,,,,,,,
B,25,TOM WALLIN MEMORIAL REEF FUND INC,TOM WALLIN MEMORIAL REEF FUND INC,,"""TOM WALLIN MEMORIAL REEF FUND INC"" Sarasota FL scholarship application",Sarasota,Sarasota,205845298,0,0,,,name:memorial-fund,,,,,,,,,
B,25,NICKI WILLMAN MEMORIAL FUND,NICKI WILLMAN MEMORIAL FUND,,"""NICKI WILLMAN MEMORIAL FUND"" Seminole FL scholarship application",Seminole,Pinellas,273411698,0,0,E32,,name:memorial-fund,,,,,,,,,
B,25,BILL REED MEMORIAL FUND INC,BILL REED MEMORIAL FUND INC,,"""BILL REED MEMORIAL FUND INC"" Pinellas Park FL scholarship application",Pinellas Park,Pinellas,334472933,0,0,P80,,name:memorial-fund,,,,,,,,,
B,25,JOSE A ALVAREZ MEMORIAL FUND,JOSE A ALVAREZ MEMORIAL FUND,,"""JOSE A ALVAREZ MEMORIAL FUND"" Apollo Beach FL scholarship application",Apollo Beach,Hillsborough,474816327,0,0,H80,,name:memorial-fund,,,,,,,,,
B,25,PERRY E LANNING MEMORIAL FUND INC,PERRY E LANNING MEMORIAL FUND INC,,"""PERRY E LANNING MEMORIAL FUND INC"" Sarasota FL scholarship application",Sarasota,Sarasota,592743671,0,0,,,name:memorial-fund,,,,,,,,,
B,23,PARENT TEACHER ENRICHMENT GROUP OFPINELLAS PREPARATORY ACADEMY,PARENT TEACHER ENRICHMENT GROUP OFPINELLAS PREPARATORY ACADEMY,,"""PARENT TEACHER ENRICHMENT GROUP OFPINELLAS PREPARATORY ACADEMY"" Largo FL scholarship application",Largo,Pinellas,260897301,23938,59118,B11,,name:alumni/booster;ntee-education:B11;name:education,,,,,,,,,
B,23,MOORE ACADEMY MICKENS HIGH ALUMNI ASSOCIATION INC,MOORE ACADEMY MICKENS HIGH ALUMNI ASSOCIATION INC,,"""MOORE ACADEMY MICKENS HIGH ALUMNI ASSOCIATION INC"" Dade City FL scholarship application",Dade City,Pasco,200490354,0,0,B84,,name:alumni/booster;ntee-education:B84;name:education,,,,,,,,,
B,23,CORNWALL COLLEGE ALUMNI ASSOCIATION - CENTRAL FLORIDA,CORNWALL COLLEGE ALUMNI ASSOCIATION - CENTRAL FLORIDA,,"""CORNWALL COLLEGE ALUMNI ASSOCIATION - CENTRAL FLORIDA"" Valrico FL scholarship application",Valrico,Hillsborough,471318474,0,0,B84,,name:alumni/booster;ntee-education:B84;name:education,,,,,,,,,
B,23,BRANDON ACADEMY PTO,BRANDON ACADEMY PTO,,"""BRANDON ACADEMY PTO"" Brandon FL scholarship application",Brandon,Hillsborough,593044653,0,0,B94,,name:alumni/booster;ntee-education:B94;name:education,,,,,,,,,
B,23,CAREER ACADEMY FOR INTERNATIONAL CULTURE & COMMERCE BOOSTER CLUB IN,CAREER ACADEMY FOR INTERNATIONAL CULTURE & COMMERCE BOOSTER CLUB IN,,"""CAREER ACADEMY FOR INTERNATIONAL CULTURE & COMMERCE BOOSTER CLUB IN"" Clearwater FL scholarship application",Clearwater,Pinellas,593406914,0,0,B94Z,,name:alumni/booster;ntee-education:B94Z;name:education,,,,,,,,,
B,23,PLATO ACADEMY PINELLAS PARK PTO,PLATO ACADEMY PINELLAS PARK PTO,,"""PLATO ACADEMY PINELLAS PARK PTO"" Pinellas Park FL scholarship application",Pinellas Park,Pinellas,813594981,0,0,B12,,name:alumni/booster;ntee-education:B12;name:education,,,,,,,,,
B,23,PINNACLE ACADEMY SOUTH TAMPA PTO INC,PINNACLE ACADEMY SOUTH TAMPA PTO INC,,"""PINNACLE ACADEMY SOUTH TAMPA PTO INC"" Tampa FL scholarship application",Tampa,Hillsborough,814063925,0,0,B94,,name:alumni/booster;ntee-education:B94;name:education,,,,,,,,,
B,23,PLATO ACADEMY TAMPA PTO INC,PLATO ACADEMY TAMPA PTO INC,,"""PLATO ACADEMY TAMPA PTO INC"" Tampa FL scholarship application",Tampa,Hillsborough,831997549,0,0,B94,,name:alumni/booster;ntee-education:B94;name:education,,,,,,,,,
B,23,INVICTUS ACADEMY PTO INC,INVICTUS ACADEMY PTO INC,,"""INVICTUS ACADEMY PTO INC"" Trinity FL scholarship application",Trinity,Pasco,843016173,0,0,B94,,name:alumni/booster;ntee-education:B94;name:education,,,,,,,,,
B,23,ACADEMIE DA VINCI PTO INC,ACADEMIE DA VINCI PTO INC,,"""ACADEMIE DA VINCI PTO INC"" Dunedin FL scholarship application",Dunedin,Pinellas,844556195,0,0,B94,,name:alumni/booster;ntee-education:B94;name:education,,,,,,,,,
B,23,KIRKLAND RANCH ACADEMY OF INNOVATION ACADEMIC BOOSTER CLUB,KIRKLAND RANCH ACADEMY OF INNOVATION ACADEMIC BOOSTER CLUB,,"""KIRKLAND RANCH ACADEMY OF INNOVATION ACADEMIC BOOSTER CLUB"" Wesley Chapel FL scholarship application",Wesley Chapel,Pasco,923172408,0,0,B94,,name:alumni/booster;ntee-education:B94;name:education,,,,,,,,,
C,60,CHARLES AND MARGERY BARANCIK FOUNDATION,CHARLES AND MARGERY BARANCIK FOUNDATION,,"""CHARLES AND MARGERY BARANCIK FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,363442474,577773944,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,THE PATTERSON FOUNDATION,THE PATTERSON FOUNDATION,,"""THE PATTERSON FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,656230256,303914597,0,T20Z,Y,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,DAVID A STRAZ JR FOUNDATION,DAVID A STRAZ JR FOUNDATION,,"""DAVID A STRAZ JR FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,391776211,131664428,0,T99Z,Y,ntee-grantmaker:T99Z;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,TURQUOISE CHARITABLE FOUNDATION,TURQUOISE CHARITABLE FOUNDATION,,"""TURQUOISE CHARITABLE FOUNDATION"" Clearwater FL scholarship application",Clearwater,Pinellas,871174327,116639079,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,RONALD & JOYCE WANEK FOUNDATION LTD,RONALD & JOYCE WANEK FOUNDATION LTD,,"""RONALD & JOYCE WANEK FOUNDATION LTD"" Tampa FL scholarship application",Tampa,Hillsborough,391948292,92761427,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,BRIAN AND SHEILA JELLISON FAMILY FOUNDATION,BRIAN AND SHEILA JELLISON FAMILY FOUNDATION,,"""BRIAN AND SHEILA JELLISON FAMILY FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,832115946,84144773,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,WILLIAM G AND MARIE SELBY FOUNDATION INC,WILLIAM G AND MARIE SELBY FOUNDATION INC,,"""WILLIAM G AND MARIE SELBY FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,842333839,78312524,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,ANTHONY AND CHRISTIE DE NICOLA FOUNDATION,ANTHONY AND CHRISTIE DE NICOLA FOUNDATION,,"""ANTHONY AND CHRISTIE DE NICOLA FOUNDATION"" Englewood FL scholarship application",Englewood,Sarasota,316647684,74738346,0,T21,Y,ntee-grantmaker:T21;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,CORBETT FAMILY CHARITABLE FOUNDATION INC,CORBETT FAMILY CHARITABLE FOUNDATION INC,,"""CORBETT FAMILY CHARITABLE FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,593548652,72478482,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,RENWICK FOUNDATION-USA,RENWICK FOUNDATION-USA,,"""RENWICK FOUNDATION-USA"" Longboat Key FL scholarship application",Longboat Key,Sarasota,923457678,66398868,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,PENTECOST FOUNDATION,PENTECOST FOUNDATION,,"""PENTECOST FOUNDATION"" Bradenton FL scholarship application",Bradenton,Manatee,271471062,62890141,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,ELLING O EIDE CHARITABLE FOUNDATION INC,ELLING O EIDE CHARITABLE FOUNDATION INC,,"""ELLING O EIDE CHARITABLE FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,461488932,62757939,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,
C,60,THE BILL & ANN TEMPLETON FOUNDATION INC,THE BILL & ANN TEMPLETON FOUNDATION INC,,"""THE BILL & ANN TEMPLETON FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,203073117,53174148,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,HILDA & PRESTON DAVIS PRIVATE FOUNDATION,HILDA & PRESTON DAVIS PRIVATE FOUNDATION,,"""HILDA & PRESTON DAVIS PRIVATE FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,237966458,48104121,0,T20Z,Y,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,TANEJA FAMILY FOUNDATION INC,TANEJA FAMILY FOUNDATION INC,,"""TANEJA FAMILY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,823791069,44124313,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,JOAN M WISMER FOUNDATION,JOAN M WISMER FOUNDATION,,"""JOAN M WISMER FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,233089181,43785739,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,TRISH JOY FOUNDATION,TRISH JOY FOUNDATION,,"""TRISH JOY FOUNDATION"" Clearwater FL scholarship application",Clearwater,Pinellas,461403949,41913501,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,NIELSEN FOUNDATION INC,NIELSEN FOUNDATION INC,,"""NIELSEN FOUNDATION INC"" Oldsmar FL scholarship application",Oldsmar,Pinellas,475513015,34510985,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,HENRY E & PAULINE S BECKER CHARITABLE FOUNDATION,HENRY E & PAULINE S BECKER CHARITABLE FOUNDATION,,"""HENRY E & PAULINE S BECKER CHARITABLE FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,206297485,32303090,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,ROSKAMP FOUNDATION IRRV TR UA 052096,ROSKAMP FOUNDATION IRRV TR UA 052096,,"""ROSKAMP FOUNDATION IRRV TR UA 052096"" Sarasota FL scholarship application",Sarasota,Sarasota,656206042,30961485,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,
C,60,HYER FAMILY FOUNDATION INC,HYER FAMILY FOUNDATION INC,,"""HYER FAMILY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,274216901,30888720,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,GENSPIRATION FOUNDATION INC,GENSPIRATION FOUNDATION INC,,"""GENSPIRATION FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,815168277,28971269,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,GARCIA FAMILY FOUNDATION I INC,GARCIA FAMILY FOUNDATION I INC,,"""GARCIA FAMILY FOUNDATION I INC"" Tampa FL scholarship application",Tampa,Hillsborough,542085787,27887115,0,T21,Y,ntee-grantmaker:T21;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,THE REALIZATION FOUNDATION,THE REALIZATION FOUNDATION,,"""THE REALIZATION FOUNDATION"" Bradenton FL scholarship application",Bradenton,Manatee,046904482,25872668,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,THOMAS A AND MARY S JAMES FOUNDATION INC,THOMAS A AND MARY S JAMES FOUNDATION INC,,"""THOMAS A AND MARY S JAMES FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,593288143,25484957,0,T22Z,Y,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,RALPH S FRENCH CHARITABLE FOUNDATION TRUST,RALPH S FRENCH CHARITABLE FOUNDATION TRUST,,"""RALPH S FRENCH CHARITABLE FOUNDATION TRUST"" Bradenton FL scholarship application",Bradenton,Manatee,273542831,25112957,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,S & S CHARITABLE FOUNDATION INC,S & S CHARITABLE FOUNDATION INC,,"""S & S CHARITABLE FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,873844316,24376844,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,BURTON FAMILY FOUNDATION INC,BURTON FAMILY FOUNDATION INC,,"""BURTON FAMILY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,814691212,23592890,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,GEMUNDER FAMILY FOUNDATION INC,GEMUNDER FAMILY FOUNDATION INC,,"""GEMUNDER FAMILY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,454015653,20366384,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,LANGHAM PRIVATE FOUNDATION TR,LANGHAM PRIVATE FOUNDATION TR,,"""LANGHAM PRIVATE FOUNDATION TR"" Sarasota FL scholarship application",Sarasota,Sarasota,926361152,20309323,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,GREEN FAMILY FOUNDATION INC,GREEN FAMILY FOUNDATION INC,,"""GREEN FAMILY FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,204256553,20144427,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,MAJEED FOUNDATION INC,MAJEED FOUNDATION INC,,"""MAJEED FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,472653320,18910562,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,DANIEL S BLALOCK JR CHARITABLE FOUNDATION TR UAD 5-13-1988 AS AME,DANIEL S BLALOCK JR CHARITABLE FOUNDATION TR UAD 5-13-1988 AS AME,,"""DANIEL S BLALOCK JR CHARITABLE FOUNDATION TR UAD 5-13-1988 AS AME"" Bradenton FL scholarship application",Bradenton,Manatee,836260131,18018963,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,ARNOLD SIMONSEN FAMILY CHARITABLE FOUNDATION INC,ARNOLD SIMONSEN FAMILY CHARITABLE FOUNDATION INC,,"""ARNOLD SIMONSEN FAMILY CHARITABLE FOUNDATION INC"" Longboat Key FL scholarship application",Longboat Key,Sarasota,261624741,17941777,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,L V THOMPSON FAMILY FOUNDATION INC,L V THOMPSON FAMILY FOUNDATION INC,,"""L V THOMPSON FAMILY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,202015225,17103734,0,T21,Y,ntee-grantmaker:T21;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,GARDENER FOUNDATION INC,GARDENER FOUNDATION INC,,"""GARDENER FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,260615969,16964953,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,HTR FOUNDATION INC,HTR FOUNDATION INC,,"""HTR FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,593496606,16860354,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,JAKE FOUNDATION INC,JAKE FOUNDATION INC,,"""JAKE FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,522107509,16627547,0,T20Z,Y,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,MICHAEL G CURRAN FAMILY FOUNDATION,MICHAEL G CURRAN FAMILY FOUNDATION,,"""MICHAEL G CURRAN FAMILY FOUNDATION"" Bradenton FL scholarship application",Bradenton,Manatee,061691227,16609455,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,KOSLOSKI FAMILY FOUNDATION,KOSLOSKI FAMILY FOUNDATION,,"""KOSLOSKI FAMILY FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,822959949,15368806,0,T12,Y,ntee-grantmaker:T12;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,JAMES AND BRENDA HOYT FOUNDATION,JAMES AND BRENDA HOYT FOUNDATION,,"""JAMES AND BRENDA HOYT FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,650754834,15206741,0,T20Z,Y,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,MICHAEL J KOSLOSKI FOUNDATION,MICHAEL J KOSLOSKI FOUNDATION,,"""MICHAEL J KOSLOSKI FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,226800804,14848711,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,FUENTE FAMILY FOUNDATION INC,FUENTE FAMILY FOUNDATION INC,,"""FUENTE FAMILY FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,261874008,14796825,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,DWAYNE HAWKINS FAMILY FOUNDATION INC,DWAYNE HAWKINS FAMILY FOUNDATION INC,,"""DWAYNE HAWKINS FAMILY FOUNDATION INC"" Clearwater FL scholarship application",Clearwater,Pinellas,202788633,14692087,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,ARTHUR FAMILY FOUNDATION,ARTHUR FAMILY FOUNDATION,,"""ARTHUR FAMILY FOUNDATION"" Gulfport FL scholarship application",Gulfport,Pinellas,262655299,14549319,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,SUNSHINE NATURAL WELLBEING FOUNDATION,SUNSHINE NATURAL WELLBEING FOUNDATION,,"""SUNSHINE NATURAL WELLBEING FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,656220389,14216029,0,T22Z,Y,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,FREE FAMILY FOUNDATION CORP,FREE FAMILY FOUNDATION CORP,,"""FREE FAMILY FOUNDATION CORP"" Tampa FL scholarship application",Tampa,Hillsborough,593611945,13763651,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,EDMUND J & ESTELLE D WALKER CHARITABLE TRUST,EDMUND J & ESTELLE D WALKER CHARITABLE TRUST,,"""EDMUND J & ESTELLE D WALKER CHARITABLE TRUST"" Venice FL scholarship application",Venice,Sarasota,271036148,13585215,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,MAKE DISCIPLES CHARITABLE FOUNDATION,MAKE DISCIPLES CHARITABLE FOUNDATION,,"""MAKE DISCIPLES CHARITABLE FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,866690558,13082850,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,
C,60,GETTEL FOUNDATION INC,GETTEL FOUNDATION INC,,"""GETTEL FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,061639333,12607750,0,T31,Y,ntee-grantmaker:T31;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,HERMANNS FAMILY FOUNDATION INC,HERMANNS FAMILY FOUNDATION INC,,"""HERMANNS FAMILY FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,650760751,12387385,0,T20J,Y,ntee-grantmaker:T20J;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,GAIL L BAIRD FAMILY FOUNDATION INC,GAIL L BAIRD FAMILY FOUNDATION INC,,"""GAIL L BAIRD FAMILY FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,455239860,12116556,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,GEORGE AND LUCY MALMBERG FOUNDATION TR AGREEMENT,GEORGE AND LUCY MALMBERG FOUNDATION TR AGREEMENT,,"""GEORGE AND LUCY MALMBERG FOUNDATION TR AGREEMENT"" Sarasota FL scholarship application",Sarasota,Sarasota,816941753,12052065,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,DAVENPORTMCGEE FOUNDATION INC,DAVENPORTMCGEE FOUNDATION INC,,"""DAVENPORTMCGEE FOUNDATION INC"" St Pete Beach FL scholarship application",St Pete Beach,Pinellas,853221372,11737011,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,FRY FAMILY FOUNDATION A NEW JERSEY NONPROFIT CORPORATION,FRY FAMILY FOUNDATION A NEW JERSEY NONPROFIT CORPORATION,,"""FRY FAMILY FOUNDATION A NEW JERSEY NONPROFIT CORPORATION"" Osprey FL scholarship application",Osprey,Sarasota,223515940,11376558,0,T22Z,Y,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,PURJES FOUNDATION,PURJES FOUNDATION,,"""PURJES FOUNDATION"" Longboat Key FL scholarship application",Longboat Key,Sarasota,137220937,11301078,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,KML FOUNDATION INC,KML FOUNDATION INC,,"""KML FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,203344671,11276684,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,
C,60,SUMMER BREEZE FOUNDATION,SUMMER BREEZE FOUNDATION,,"""SUMMER BREEZE FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,832748016,11189885,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,THE MABEL AND ELLSWORTH SIMMONS CHARITABLE FOUNDATION INC,THE MABEL AND ELLSWORTH SIMMONS CHARITABLE FOUNDATION INC,,"""THE MABEL AND ELLSWORTH SIMMONS CHARITABLE FOUNDATION INC"" Riverview FL scholarship application",Riverview,Hillsborough,593594418,10824192,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,60,YERRID FOUNDATION INC,YERRID FOUNDATION INC,,"""YERRID FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,593571804,10558535,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
